LAMMPS data file (atomic). Create by python3. Copyright Kick 2018-5-20

76320 atoms

2 atom types

0.0 1459.62 xlo xhi
0.0 197.04 ylo yhi
0.0 5.24 zlo zhi

Masses

1 31.0 # T
2 31.0 # B

Atoms # atomic

1 1 1.4861000000000004 0.0 0.0
2 1 1.4861000000000004 3.284 0.0
3 1 1.4861000000000004 6.568 0.0
4 1 1.4861000000000004 9.852 0.0
5 1 1.4861000000000004 13.136 0.0
6 1 1.4861000000000004 16.42 0.0
7 1 1.4861000000000004 19.704 0.0
8 1 1.4861000000000004 22.988 0.0
9 1 1.4861000000000004 26.272 0.0
10 1 1.4861000000000004 29.556 0.0
11 1 1.4861000000000004 32.84 0.0
12 1 1.4861000000000004 36.124 0.0
13 1 1.4861000000000004 39.408 0.0
14 1 1.4861000000000004 42.692 0.0
15 1 1.4861000000000004 45.976 0.0
16 1 1.4861000000000004 49.26 0.0
17 1 1.4861000000000004 52.544 0.0
18 1 1.4861000000000004 55.828 0.0
19 1 1.4861000000000004 59.112 0.0
20 1 1.4861000000000004 62.396 0.0
21 1 1.4861000000000004 65.68 0.0
22 1 1.4861000000000004 68.964 0.0
23 1 1.4861000000000004 72.248 0.0
24 1 1.4861000000000004 75.532 0.0
25 1 1.4861000000000004 78.816 0.0
26 1 1.4861000000000004 82.1 0.0
27 1 1.4861000000000004 85.384 0.0
28 1 1.4861000000000004 88.668 0.0
29 1 1.4861000000000004 91.952 0.0
30 1 1.4861000000000004 95.236 0.0
31 1 1.4861000000000004 98.52 0.0
32 1 1.4861000000000004 101.804 0.0
33 1 1.4861000000000004 105.088 0.0
34 1 1.4861000000000004 108.372 0.0
35 1 1.4861000000000004 111.656 0.0
36 1 1.4861000000000004 114.94 0.0
37 1 1.4861000000000004 118.224 0.0
38 1 1.4861000000000004 121.508 0.0
39 1 1.4861000000000004 124.792 0.0
40 1 1.4861000000000004 128.076 0.0
41 1 1.4861000000000004 131.36 0.0
42 1 1.4861000000000004 134.644 0.0
43 1 1.4861000000000004 137.928 0.0
44 1 1.4861000000000004 141.212 0.0
45 1 1.4861000000000004 144.496 0.0
46 1 1.4861000000000004 147.78 0.0
47 1 1.4861000000000004 151.064 0.0
48 1 1.4861000000000004 154.348 0.0
49 1 1.4861000000000004 157.632 0.0
50 1 1.4861000000000004 160.916 0.0
51 1 1.4861000000000004 164.2 0.0
52 1 1.4861000000000004 167.484 0.0
53 1 1.4861000000000004 170.768 0.0
54 1 1.4861000000000004 174.052 0.0
55 1 1.4861000000000004 177.336 0.0
56 1 1.4861000000000004 180.62 0.0
57 1 1.4861000000000004 183.904 0.0
58 1 1.4861000000000004 187.188 0.0
59 1 1.4861000000000004 190.472 0.0
60 1 1.4861000000000004 193.756 0.0
61 2 2.2950000000000017 0.0 2.109
62 2 2.2950000000000017 3.284 2.109
63 2 2.2950000000000017 6.568 2.109
64 2 2.2950000000000017 9.852 2.109
65 2 2.2950000000000017 13.136 2.109
66 2 2.2950000000000017 16.42 2.109
67 2 2.2950000000000017 19.704 2.109
68 2 2.2950000000000017 22.988 2.109
69 2 2.2950000000000017 26.272 2.109
70 2 2.2950000000000017 29.556 2.109
71 2 2.2950000000000017 32.84 2.109
72 2 2.2950000000000017 36.124 2.109
73 2 2.2950000000000017 39.408 2.109
74 2 2.2950000000000017 42.692 2.109
75 2 2.2950000000000017 45.976 2.109
76 2 2.2950000000000017 49.26 2.109
77 2 2.2950000000000017 52.544 2.109
78 2 2.2950000000000017 55.828 2.109
79 2 2.2950000000000017 59.112 2.109
80 2 2.2950000000000017 62.396 2.109
81 2 2.2950000000000017 65.68 2.109
82 2 2.2950000000000017 68.964 2.109
83 2 2.2950000000000017 72.248 2.109
84 2 2.2950000000000017 75.532 2.109
85 2 2.2950000000000017 78.816 2.109
86 2 2.2950000000000017 82.1 2.109
87 2 2.2950000000000017 85.384 2.109
88 2 2.2950000000000017 88.668 2.109
89 2 2.2950000000000017 91.952 2.109
90 2 2.2950000000000017 95.236 2.109
91 2 2.2950000000000017 98.52 2.109
92 2 2.2950000000000017 101.804 2.109
93 2 2.2950000000000017 105.088 2.109
94 2 2.2950000000000017 108.372 2.109
95 2 2.2950000000000017 111.656 2.109
96 2 2.2950000000000017 114.94 2.109
97 2 2.2950000000000017 118.224 2.109
98 2 2.2950000000000017 121.508 2.109
99 2 2.2950000000000017 124.792 2.109
100 2 2.2950000000000017 128.076 2.109
101 2 2.2950000000000017 131.36 2.109
102 2 2.2950000000000017 134.644 2.109
103 2 2.2950000000000017 137.928 2.109
104 2 2.2950000000000017 141.212 2.109
105 2 2.2950000000000017 144.496 2.109
106 2 2.2950000000000017 147.78 2.109
107 2 2.2950000000000017 151.064 2.109
108 2 2.2950000000000017 154.348 2.109
109 2 2.2950000000000017 157.632 2.109
110 2 2.2950000000000017 160.916 2.109
111 2 2.2950000000000017 164.2 2.109
112 2 2.2950000000000017 167.484 2.109
113 2 2.2950000000000017 170.768 2.109
114 2 2.2950000000000017 174.052 2.109
115 2 2.2950000000000017 177.336 2.109
116 2 2.2950000000000017 180.62 2.109
117 2 2.2950000000000017 183.904 2.109
118 2 2.2950000000000017 187.188 2.109
119 2 2.2950000000000017 190.472 2.109
120 2 2.2950000000000017 193.756 2.109
121 2 3.781100000000002 1.642 2.109
122 2 3.781100000000002 4.926 2.109
123 2 3.781100000000002 8.21 2.109
124 2 3.781100000000002 11.494 2.109
125 2 3.781100000000002 14.778 2.109
126 2 3.781100000000002 18.062 2.109
127 2 3.781100000000002 21.346 2.109
